,Molecule SMILE,Molecule keywords
1911,CCCCCCc1cc(sc1c1sc(c(c1)CCCCCC)c1ccc(cc1)N(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O)c1sc(c(c1CCCCCC)CCCCCC)c1sc(c(c1)CCCCCC)c1sc(c(c1)CCCCCC)C=C(C#N)C#N,triphenylamine
1912,CCCCC(COc1cc(OCC(CCCC)CC)ccc1c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1OCC(CCCC)CC)OCC(CCCC)CC)c1ccc(cc1)c1ccc(s1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(cc1)C=C(C(=O)O)C#N)CC,triphenylamine
1913,N#C/C(=C\c1ccc(cc1)c1ccc(cc1)c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1)/C(=O)O,triphenylamine
1914,N#C/C(=C\c1ccc(cc1)c1ccc(s1)c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1)/C(=O)O,triphenylamine
1915,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1)/C(=O)O,triphenylamine
1916,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc(s1)N(c1cccc2c1cccc2)c1ccccc1)/C(=O)O,diphenylamine
1917,N#CC(=Cc1ccc(cc1)c1c2ccccc2c(c2c1cccc2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine
1919,N#CC(=Cc1ccc(s1)C=Cc1c2ccccc2c(c2c1cccc2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine
1920,N#C/C(=C\c1ccc(s1)C#Cc1c2ccccc2c(c2c1cccc2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
1921,N#C/C(=C\c1ccc(cc1)C#Cc1c2ccccc2c(c2c1cccc2)c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC)/C(=O)O,triphenylamine
1922,N#C/C(=C\c1ccc(s1)C#Cc1c2ccccc2c(c2c1cccc2)c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC)/C(=O)O,triphenylamine
1923,N#C/C(=C\c1ccc(cc1)c1c2ccccc2c(c2c1cccc2)C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
1924,N#C/C(=C\c1ccc(cc1)c1c2ccccc2c(c2c1cccc2)C#Cc1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC)/C(=O)O,triphenylamine
1925,N#C/C(=C\c1ccc(cc1)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
1926,N#C/C(=C\c1ccc(cc1)C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
1927,N#C/C(=C\c1ccc(cc1)C=Cc1c2ccccc2c(c2c1cccc2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
1928,N#C/C(=C\c1ccc(cc1)C#Cc1c2ccccc2c(c2c1cccc2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
1929,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,triphenylamine
1930,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1sc(c(c1)c1ccc(s1)c1cc(sc1c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)c1ccc(s1)C=C(C(=O)O)C#N)c1ccc(s1)C=C(C(=O)O)C#N,triphenylamine
1931,N#C/C(=C\c1ccc(cc1)N(c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1ccccc1)c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
1933,N#C/C(=C\c1ccc2c(c1)c1ccccc1n2c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)n1c2ccccc2c2c1cccc2)/C(=O)O,triphenylamine
1934,N#C/C(=C\c1ccc(cc1)N(c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccccc1)/C(=O)O,triphenylamine
1935,N#CC(=C1C=C(/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)CC(C1)(C)C)C#N,"triphenylamine, indole"
1937,N#C/C(=C/c1ccc(cc1)N(c1ccc(cc1)N1CCc2c1cccc2)c1ccc(cc1)N1CCc2c1cccc2)/C(=O)O,"triphenylamine, indole"
1938,N#C/C(=C/c1ccc(cc1)N(c1ccc(cc1)N1C(C)Cc2c1cccc2)c1ccc(cc1)N1C(C)Cc2c1cccc2)/C(=O)O,"triphenylamine, indole"
1941,CCCCCCc1cc(sc1c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1cc[n+](cc1)CC(=O)O,triphenylamine
1944,CCCCCCc1cc(sc1c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC)c1cc[n+](cc1)CC(=O)O,triphenylamine
1945,OC(=O)C[n+]1ccc(cc1)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine
1948,CCO[Si](c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccc2c(c1)C(C)(C)c1c2cccc1)c1ccc2c(c1)C(C)(C)c1c2cccc1)(OCC)OCC,triphenylamine
1949,CCO[Si](c1ccc(s1)c1ccc(s1)c1cc2c(s1)cc(cc2)N(c1ccc2c(c1)C(C)(C)c1c2cccc1)c1ccc2c(c1)C(C)(C)c1c2cccc1)(OCC)OCC,triphenylamine
1950,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccc2c(c1)C(C)(C)c1c2cccc1)c1ccc2c(c1)C(C)(C)c1c2cccc1)/C(=O)O,triphenylamine
1951,N#CC(=Cc1ccc2c(c1)C(C)(C)c1c2ccc(c1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine
1952,N#CC(=Cc1ccc2c(c1)C(C)(C)c1c2ccc(c1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine
1953,N#CC(=Cc1ccc2c(c1)C(C)(C)c1c2ccc(c1)c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine
1954,CCCCCCCCc1cc(sc1c1sc(c(c1)CCCCCCCC)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc2c(c1)C(C)(C)c1c2ccc(c1)C=C(C(=O)O)C#N,triphenylamine
1955,N#CC(=Cc1ccc2c(c1)C(C)(C)c1c2ccc(c1)c1sc(c2c1OCCO2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine
1956,N#CC(=Cc1ccc(s1)c1ccc(s1)c1sc(c2c1OCCO2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine
1957,N#CC(=Cc1ccc2c(c1)C(C)(C)c1c2ccc(c1)c1ccc(s1)c1sc(c2c1OCCO2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine
1958,CCCCCCn1nc2c(n1)c(ccc2c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine
1960,CCCCCCn1nc2c(n1)c(ccc2c1sc(c(c1)CCCCCC)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1sc(c(c1)CCCCCC)C=C(C(=O)O)C#N,triphenylamine
1961,N#CC(=Cc1ccc(s1)c1c(F)c(F)c(c2c1n[nH]n2)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,triphenylamine
1962,CCCCCCCCCc1nc(sc1c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1sc(c(n1)CCCCCCCCC)c1ccc(s1)/C=C(/C(=O)O)\C#N,triphenylamine
1963,N#C/C(=C/c1ccc(s1)c1ccc(cc1)N(c1ccc2c(c1)c1ccccc1C2(C)C)c1ccc2c(c1)c1ccccc1C2(C)C)/C(=O)O,triphenylamine
1964,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccc2c(c1)c1ccccc1C2(C)C)c1ccc2c(c1)c1ccccc1C2(C)C)/C(=O)O,triphenylamine
1965,COc1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)/C=C/c1cc[n+](cc1)CC(=O)O,triphenylamine
1966,CCCCCCCCn1c(=C(C#N)C#N)s/c(=c\2/c(=C\c3ccc(s3)c3ccc4c(c3)C3CCCC3N4c3ccc4c(c3)C(CCCCCCCC)(CCCCCCCC)c3c4cccc3)/sc(=O)n2CC(=O)O)/c1=O,indoline
1971,CCCCCCOc1ccc(cc1)N(c1cc2c3cc(ccc3n(c2cc1OCCCCCC)CCCCCC)c1cc2c(s1)c1c(n2c2cccc(c2)OCCCCCC)cc(s1)C=C(C(=O)O)C#N)c1ccc(cc1)OCCCCCC,"triphenylamine,carbazole"
1972,CCCCCCOc1cccc(c1)n1c2ccsc2c2c1cc(s2)c1ccc(cc1)N(c1cc2c(cc1OCCCCCC)n(c1c2cc(cc1)c1sc2c(c1)n(c1c2sc(c1)C=C(C(=O)O)C#N)c1cccc(c1)OCCCCCC)CCCCCC)c1ccc(cc1)c1sc2c(c1)n(c1c2scc1)c1cccc(c1)OCCCCCC,"triphenylamine,carbazole"
1974,CCCCCCOc1cc2n(CCCCCC)c3c(c2cc1N(c1ccc(cc1)c1cc2c(s1)c1c(n2c2ccccc2OCCCCCC)cc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)c1cc2c(s1)c1c(n2c2ccccc2OCCCCCC)ccs1)cccc3,"triphenylamine,carbazole"
1975,N#CC(=Cc1sc(c2c1C1CCC2C=C1)c1ccc(cc1)N(c1ccc2c(c1)C(C)(C)c1c2cccc1)c1ccc2c(c1)C(C)(C)c1c2cccc1)C(=O)O,triphenylamine
1976,N#C/C(=C\c1sc(c2c1C1CCC2C=C1)c1sc(c2c1C1CCC2C=C1)c1ccc(cc1)N(c1ccc2c(c1)C(C)(C)c1c2cccc1)c1ccc2c(c1)C(C)(C)c1c2cccc1)/C(=O)O,triphenylamine
1977,N#CC(=Cc1sc(c2c1cccc2)c1ccc(cc1)N(c1ccc2c(c1)C(C)(C)c1c2cccc1)c1ccc2c(c1)C(C)(C)c1c2cccc1)C(=O)O,triphenylamine
1978,N#C/C(=C/c1ccc(s1)/C=N/N(c1ccccc1)c1ccccc1)/C(=O)O,"hydrazone,diphenylamine"
1979,N#C/C(=C/c1sc(c(c1OC)OC)/C=N/N(c1ccccc1)c1ccccc1)/C(=O)O,"hydrazone,diphenylamine"
1980,N#C/C(=C/c1sc(c2c1OCCO2)/C=N/N(c1ccccc1)c1ccccc1)/C(=O)O,"hydrazone,diphenylamine"
1981,CCCCCCCCOc1c(/C=C(\C(=O)O)/C#N)sc(c1OCCCCCCCC)/C=N/N(c1ccccc1)c1ccccc1,"hydrazone,diphenylamine"
1982,N#C/C(=C\c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)c1cc2CCCN3c2c(c1)CCC3)/C(=O)O,triphenylamine
1983,OC(=O)CN1C(=S)S/C(=C\c2ccc(cc2)N(c2ccccc2)c2ccccc2)/C1=O,triphenylamine
1984,OC(=O)CN1C(=S)S/C(=C\c2ccc(cc2)N(c2ccc(cc2)c2cc3CCCN4c3c(c2)CCC4)c2ccccc2)/C1=O,triphenylamine
1985,CCCCCCOc1cc(OCCCCCC)ccc1n1c2cc(sc2c2c1cc(s2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccc2c(c1)sc1c2scc1)c1ccc2c(c1)sc1c2scc1,triphenylamine
1986,CCCCCCOc1cc(OCCCCCC)ccc1n1c2cc(sc2c2c1cc(s2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccc2c(c1)scc2)c1ccc2c(c1)scc2,triphenylamine
1987,CCCCCCOc1cc(OCCCCCC)ccc1n1c2cc(sc2c2c1cc(s2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccc(cc1)c1cc2c(s1)ccs2)c1ccc(cc1)c1cc2c(s1)ccs2,triphenylamine
1988,CCCCCCOc1cc(OCCCCCC)ccc1n1c2cc(sc2c2c1cc(s2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccc(cc1)c1cccs1)c1ccc(cc1)c1cccs1,triphenylamine
1989,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1sc2c(c1)n(c1c2sc(c1)/C=C(/C(=O)O)\C#N)c1ccc(cc1OCCCCCC)OCCCCCC,triphenylamine
1990,CCCCCCOc1ccc(cc1)N(c1ccc2c(c1)sc1c2scc1)c1ccc(cc1)c1sc2c(c1)n(c1c2sc(c1)/C=C(/C(=O)O)\C#N)c1ccc(cc1OCCCCCC)OCCCCCC,triphenylamine
1991,CCCCCCn1c2ccc(cc2c2c1cccc2)N(c1ccc(c(c1)C(=O)OC)c1cc2c(s1)c1c(n2CCCCCC)cc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)c1ccc2c(c1)C(CCCCCC)(CCCCCC)c1c2c2c(c3c1c1ccccc1C3(CCCCCC)CCCCCC)c1c(C2(CCCCCC)CCCCCC)cccc1,triphenylamine
1992,CCCCCCn1c2ccc(cc2c2c1cccc2)N(c1ccc(cc1)c1cc2c(s1)c1c(n2CCCCCC)cc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)c1ccc2c(c1)C(CCCCCC)(CCCCCC)c1c2c2c(c3c1c1ccccc1C3(CCCCCC)CCCCCC)c1c(C2(CCCCCC)CCCCCC)cccc1,triphenylamine
1994,CCCCCCCCn1c(=O)/c(=c/2\c(=Cc3ccc4c(c3)C3CCCC3N4c3ccc(cc3)C=C(c3ccccc3)c3ccccc3)sc(=O)n2CC(=O)O)/sc1=C(C#N)C#N,indoline
2000,CCCCCCC1(CCCCCC)c2cc(ccc2c2c1cc(cc2)c1ccc(cc1)n1c(/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)ccc1/C=C(/C(=O)O)\C#N)c1ccc(cc1)n1c(/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)ccc1/C=C(/C(=O)O)\C#N,triphenylamine
2003,CCCCCCn1c2cc(ccc2c2c1cc(cc2)c1ccc(cc1)n1c(/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)ccc1/C=C(/C(=O)O)\C#N)c1ccc(cc1)n1c(/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)ccc1/C=C(/C(=O)O)\C#N,triphenylamine
2008,CCCCCCOc1cc(c(cc1c1ccc(cc1)n1c(/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)ccc1/C=C(/C(=O)O)\C#N)OCCCCCC)c1ccc(cc1)n1c(/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)ccc1/C=C(/C(=O)O)\C#N,triphenylamine
2010,CCCCCCc1cc(sc1c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1cc(c(s1)/C=C(/C(=O)O)\C#N)CCCCCC,triphenylamine
2013,CCCCC(CN1c2cc(ccc2/C(=C/2\C(=O)N(c3c2ccc(c3)c2ccc(s2)/C=C(\C(=O)O)/C#N)CC(CCCC)CC)/C1=O)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)CC,triphenylamine
2014,N#C/C(=C\c1ccc(s1)c1ncc(c2c1nsn2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
2015,N#C/C(=C\c1ccc(s1)c1ncc(c2c1nsn2)c1ccc(cc1)N(c1ccc2c(c1)C(C)(C)c1c2cccc1)c1ccc2c(c1)C(C)(C)c1c2cccc1)/C(=O)O,triphenylamine
2016,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1cnc(c2c1nsn2)c1ccc(s1)/C=C(/C(=O)O)\C#N,triphenylamine
2017,CCCCC(Cn1c2cc(sc2c2c1cc(s2)C=C(C(=O)O)C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1)CC,triphenylamine
2018,CCCCC1(CCCC)c2cc(ccc2c2c1cccc2)N1C2CCCC2c2c1ccc(c2)c1ccc(s1)/C=c\1/sc(=O)n(/c1=c/1\sc(=C(C#N)C#N)n(c1=O)CCCCCCCC(=O)O)CC(=O)O,indoline
2019,N#C/C(=C\c1c(F)cc(cc1F)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
2020,CCCCCCOc1ccc(cc1)n1c2cc(sc2c2c1cc(s2)C=C(C(=O)O)C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine
2025,N#C/C(=C\c1cc(c(s1)c1sc(c(c1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
2027,C=Cc1ccc(cc1)N(c1ccccc1)c1ccc(cc1)C=C(C(=O)O)C#N,triphenylamine
2028,N#C/C(=C/c1ccc(cc1)N(c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1ccccc1)/C(=O)O,triphenylamine
2029,C=Cc1ccc(cc1)N(c1ccccc1)c1ccc(cc1)C=CC=C(C(=O)O)C#N,triphenylamine
2032,N#C/C(=C\c1sc(c2c1OCCO2)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
2033,N#C/C(=C\c1sc(c2c1OCCO2)c1ccc(s1)c1ccc(cc1)N(c1ccc2c(c1)OCCO2)c1ccc2c(c1)OCCO2)/C(=O)O,triphenylamine
2034,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1sc(c2c1OCCO2)/C=C(/C(=O)O)\C#N,triphenylamine
2038,CCCCCCc1cc(sc1c1sc(cc1CCCCCC)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine
2039,CCCCCCc1cc(sc1c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1sc(cc1CCCCCC)/C=C(/C(=O)O)\C#N,triphenylamine
2040,CCCCCCc1cc(sc1c1cc(c(s1)/C=C(/C(=O)O)\C#N)CCCCCC)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine
2041,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc2c(c1)C(=O)c1c2ccc(c1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
2043,N#C/C(=C\c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)n1c2ccccc2c2c1cccc2)c1ccc(cc1)I)/C(=O)O,triphenylamine
2044,N#C/C(=C\c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)n1c2ccccc2c2c1cccc2)c1ccc(cc1)n1c2ccccc2c2c1cccc2)/C(=O)O,triphenylamine
2045,CCCCCCCn1c2ccc(cc2c2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,"triphenylamine,carbazole"
2046,CCCCCCCn1c2ccc(cc2c2c1ccc(c2)/C=C/c1ccc(cc1)N(c1ccc(cc1)/C=C/c1ccc2c(c1)c1cc(ccc1n2CCCCCCC)/C=C(/C(=O)O)\C#N)c1ccccc1)/C=C(\C(=O)O)/C#N,"triphenylamine,carbazole"
2048,CCCCCCCCn1c(=O)c2c(cc3c4c2c(c1=O)cc(c4c(=O)n(c3=O)CCCCCCCC)c1ccc(s1)C=C(C(=O)O)C#N)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine
2053,CCCCCCn1c2ccc(cc2c2c1cccc2)c1ncc(c2c1nsn2)c1ccc(cc1)C=C(C(=O)O)C#N,triphenylamine
2056,Cc1ccc(cc1)C1(c2ccc(cc2)C)c2cc(ccc2c2c1cc(s2)c1ccc(c2c1nsn2)c1ccc(cc1)C(=O)O)N(c1ccc(cc1)C)c1ccc(cc1)C,triphenylamine
2057,Cc1ccc(cc1)C1(c2ccc(cc2)C)c2cc(sc2c2c1cc(cc2)N(c1ccc(cc1)C)c1ccc(cc1)C)c1c(F)c(F)c(c2c1nsn2)c1ccc(cc1)C(=O)O,triphenylamine
2058,CCCCCCCCCCCCN(c1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N,diphenylamine
2059,CCCCCCCCCCCCN(c1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,diphenylamine
2060,CCCCCCCCCCCCN(c1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)c1ccc(cc1)c1ccc(s1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,diphenylamine
2062,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OCCCCCC,triphenylamine
2064,N#CC(c1cc2c(s1)c1c(s2)cc(s1)c1ccc(cc1)N(c1ccc2c(c1)C(C)(C)c1c2cccc1)c1ccc2c(c1)C(C)(C)c1c2cccc1)C(=O)O,triphenylamine
2067,CCCCCCCCOc1cc(OCCCCCCCC)ccc1c1ccc(cc1)N(c1ccc(cc1)c1ncc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)c1ccc(cc1OCCCCCCCC)OCCCCCCCC,triphenylamine
2072,CCCCCCCCn1c2ccc(cc2c2c1ccc(c2)/C=C/c1ccc(cc1)N(c1ccc(cc1)/C=C/c1ccc2c(c1)c1cc(ccc1n2CCCCCCC)/C=C(\C(=O)O)/C#N)c1ccc(cc1)/C=C/c1ccc2c(c1)c1cc(ccc1n2CCCCCCC)/C=C(/C(=O)O)\C#N)/C=C(\C(=O)O)/C#N,"triphenylamine,carbazole"
2073,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,triphenylamine
2074,N#C/C(=C\c1c(F)cc(cc1F)/C=C/c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1)/C(=O)O,triphenylamine
2081,N#C/C(=C\c1sc(c2c1OCCO2)c1ccc(cc1)N(c1ccc(cc1)n1c2ccccc2c2c1cccc2)c1ccc(cc1)n1c2ccccc2c2c1cccc2)/C(=O)O,triphenylamine
2084,CCCCCCn1c2ccsc2c2c1cc(s2)c1ccc(cc1)N(c1ccc2c(c1)C(CCCCCC)(CCCCCC)c1c2c2c(c3c1c1ccccc1C3(CCCCCC)CCCCCC)c1c(C2(CCCCCC)CCCCCC)cccc1)c1ccc(cc1)c1sc2c(c1)n(c1c2sc(c1)/C=C(/C(=O)O)\C#N)CCCCCC,triphenylamine
2085,CCCCCCn1c2cc(sc2c2c1cc(s2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccc2c(c1)C(CCCCCC)(CCCCCC)c1c2c2c(c3c1c1ccccc1C3(CCCCCC)CCCCCC)c1c(C2(CCCCCC)CCCCCC)cccc1)c1ccc(cc1)n1c2ccsc2c2c1ccs2,triphenylamine
2086,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1cc2c(s1)c1c(n2CCCCCC)cc(s1)/C=C(\C(=O)O)/C#N,triphenylamine
2087,CCCCCCC1(CCCCCC)c2c3c4ccc(cc4C(c3c3c(c2c2c1cccc2)C(CCCCCC)(CCCCCC)c1c3cccc1)(CCCCCC)CCCCCC)N(c1ccc(cc1)N(c1ccc2c(c1)c1ccccc1C2(CCC)CCC)c1ccc2c(c1)c1ccccc1C2(CCC)CCC)c1ccc(cc1)c1cc2c(s1)c1c(n2CCCCCC)cc(s1)/C=C(/C(=O)O)\C#N,triphenylamine
2091,CCCCCCN(c1ccc(cc1)N(c1ccc2c(c1)C(CCCCCC)(CCCCCC)c1c2c2c(c3c1c1ccccc1C3(CCCCCC)CCCCCC)c1c(C2(CCCCCC)CCCCCC)cccc1)c1ccc(cc1)c1cc2c(s1)c1c(n2CCCCCC)cc(s1)/C=C(/C(=O)O)\C#N)CCCCCC,triphenylamine
2095,CCCCCCCCOc1ccc(c(c1)OCCCCCCCC)c1cc(ccc1N(c1ccc2c(c1)C(C)(C)c1c2sc(c1)c1c(F)c(F)c(c2c1nsn2)c1ccc(s1)C=C(C(=O)O)C#N)c1ccc(cc1)c1ccc(cc1OCCCCCCCC)OCCCCCCCC)c1ccc(cc1OCCCCCCCC)OCCCCCCCC,triphenylamine
2096,CCCCCCCCOc1ccc(c(c1)OCCCCCCCC)c1cc(ccc1N(c1ccc2c(c1)C(C)(C)c1c2sc(c1)c1ccc(c2c1nsn2)c1ccc(s1)C=C(C(=O)O)C#N)c1ccc(cc1)c1ccc(cc1OCCCCCCCC)OCCCCCCCC)c1ccc(cc1OCCCCCCCC)OCCCCCCCC,triphenylamine
2097,CCCCCCCCOc1ccc(c(c1)OCCCCCCCC)c1cc(ccc1N(c1ccc2c(c1)C(C)(C)c1c2sc(c1)c1ncc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(s1)C=C(C(=O)O)C#N)c1ccc(cc1)c1ccc(cc1OCCCCCCCC)OCCCCCCCC)c1ccc(cc1OCCCCCCCC)OCCCCCCCC,triphenylamine
2104,N#C/C(=C\c1cnc(nc1)c1ccc(s1)N(c1ccccc1)c1ccccc1)/C(=O)O,diphenylthienylamine
2105,CCCCCCCCn1nc2c(n1)c(c1ccc(s1)/C=C(/C(=O)O)\C#N)c1c(c2c2ccc(s2)c2ccc(cc2)N(c2ccccc2)c2ccccc2)nc(c(n1)c1ccccc1)c1ccccc1,triphenylamine
2106,N#CC(=Cc1ccc(cc1)c1ccc(s1)N(c1ccccc1)c1ccccc1)C(=O)O,diphenylamine
2107,N#C/C(=C\c1ccc(cc1F)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
2108,N#C/C(=C\c1ccc(cc1)/C=C/c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1)/C(=O)O,triphenylamine
2109,N#C/C(=C\c1ccc(cc1F)/C=C/c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1)/C(=O)O,triphenylamine
2110,N#C/C(=C\c1ccc(cc1)N(c1cccc2c1cccc2)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1cccc2c1cccc2)c1ccccc1)/C(=O)O,triphenylamine
2111,CCCCCCOc1ccc(cc1)N(c1ccc(s1)c1ncc(cn1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OCCCCCC,diphenylthienylamine
2112,N#C/C(=C\c1sc2c(c1)[Si](c1c2sc(c1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine
2113,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1sc2c(c1)[Si](c1c2sc(c1)/C=C(/C(=O)O)\C#N)(c1ccccc1)c1ccccc1,triphenylamine
